year.key,league.key,team.key,franchise.key,team.key.bbref,team.key.lahman45,team.key.retro,name
1953,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1953,AL,SLA,BAL,SLB,SLA,SLA,St. Louis Browns
1953,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1953,AL,WS1,MIN,WSH,WS1,WS1,Washington Senators
1954,AL,BAL,BAL,BAL,BAL,BAL,Baltimore Orioles
1954,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1954,NL,BRO,LAD,BRO,BRO,BRO,Brooklyn Dodgers
1954,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1954,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1954,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Redlegs
1954,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Indians
1954,AL,DET,DET,DET,DET,DET,Detroit Tigers
1954,NL,ML1,ATL,MLN,MLN,MLN,Milwaukee Braves
1954,NL,NY1,SFG,NYG,NY1,NY1,New York Giants
1954,AL,NYA,NYY,NYY,NYA,NYA,New York Yankees
1954,AL,PHA,OAK,PHA,PHA,PHA,Philadelphia Athletics
1954,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1954,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1954,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1954,AL,WS1,MIN,WSH,WS1,WS1,Washington Senators
1955,AL,BAL,BAL,BAL,BAL,BAL,Baltimore Orioles
1955,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1955,NL,BRO,LAD,BRO,BRO,BRO,Brooklyn Dodgers
1955,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1955,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1955,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Redlegs
1955,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Indians
1955,AL,DET,DET,DET,DET,DET,Detroit Tigers
1955,AL,KC1,OAK,KCA,KC1,KC1,Kansas City Athletics
1955,NL,ML1,ATL,MLN,MLN,MLN,Milwaukee Braves
1955,NL,NY1,SFG,NYG,NY1,NY1,New York Giants
1955,AL,NYA,NYY,NYY,NYA,NYA,New York Yankees
1955,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1955,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1955,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1955,AL,WS1,MIN,WSH,WS1,WS1,Washington Senators
1956,AL,BAL,BAL,BAL,BAL,BAL,Baltimore Orioles
1956,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1956,NL,BRO,LAD,BRO,BRO,BRO,Brooklyn Dodgers
1956,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1956,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1956,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Redlegs
1956,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Indians
1956,AL,DET,DET,DET,DET,DET,Detroit Tigers
1956,AL,KC1,OAK,KCA,KC1,KC1,Kansas City Athletics
1956,NL,ML1,ATL,MLN,MLN,MLN,Milwaukee Braves
1956,NL,NY1,SFG,NYG,NY1,NY1,New York Giants
1956,AL,NYA,NYY,NYY,NYA,NYA,New York Yankees
1956,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1956,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1956,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1956,AL,WS1,MIN,WSH,WS1,WS1,Washington Senators
1957,AL,BAL,BAL,BAL,BAL,BAL,Baltimore Orioles
1957,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1957,NL,BRO,LAD,BRO,BRO,BRO,Brooklyn Dodgers
1957,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1957,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1957,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Redlegs
1957,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Indians
1957,AL,DET,DET,DET,DET,DET,Detroit Tigers
1957,AL,KC1,OAK,KCA,KC1,KC1,Kansas City Athletics
1957,NL,ML1,ATL,MLN,MLN,MLN,Milwaukee Braves
1957,NL,NY1,SFG,NYG,NY1,NY1,New York Giants
1957,AL,NYA,NYY,NYY,NYA,NYA,New York Yankees
1957,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1957,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1957,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1957,AL,WS1,MIN,WSH,WS1,WS1,Washington Senators
1958,AL,BAL,BAL,BAL,BAL,BAL,Baltimore Orioles
1958,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1958,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1958,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1958,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Redlegs
1958,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Indians
1958,AL,DET,DET,DET,DET,DET,Detroit Tigers
1958,AL,KC1,OAK,KCA,KC1,KC1,Kansas City Athletics
1958,NL,LAN,LAD,LAD,LAN,LAN,Los Angeles Dodgers
1958,NL,ML1,ATL,MLN,MLN,MLN,Milwaukee Braves
1958,AL,NYA,NYY,NYY,NYA,NYA,New York Yankees
1958,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1958,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1958,NL,SFN,SFG,SFG,SFN,SFN,San Francisco Giants
1958,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1958,AL,WS1,MIN,WSH,WS1,WS1,Washington Senators
1959,AL,BAL,BAL,BAL,BAL,BAL,Baltimore Orioles
1959,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1959,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1959,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1959,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Redlegs
1959,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Indians
1959,AL,DET,DET,DET,DET,DET,Detroit Tigers
1959,AL,KC1,OAK,KCA,KC1,KC1,Kansas City Athletics
1959,NL,LAN,LAD,LAD,LAN,LAN,Los Angeles Dodgers
1959,NL,ML1,ATL,MLN,MLN,MLN,Milwaukee Braves
1959,AL,NYA,NYY,NYY,NYA,NYA,New York Yankees
1959,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1959,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1959,NL,SFN,SFG,SFG,SFN,SFN,San Francisco Giants
1959,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1959,AL,WS1,MIN,WSH,WS1,WS1,Washington Senators
1960,AL,BAL,BAL,BAL,BAL,BAL,Baltimore Orioles
1960,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1960,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1960,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1960,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Reds
1960,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Indians
1960,AL,DET,DET,DET,DET,DET,Detroit Tigers
1960,AL,KC1,OAK,KCA,KC1,KC1,Kansas City Athletics
1960,NL,LAN,LAD,LAD,LAN,LAN,Los Angeles Dodgers
1960,NL,ML1,ATL,MLN,MLN,MLN,Milwaukee Braves
1960,AL,NYA,NYY,NYY,NYA,NYA,New York Yankees
1960,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1960,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1960,NL,SFN,SFG,SFG,SFN,SFN,San Francisco Giants
1960,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1960,AL,WS1,MIN,WSH,WS1,WS1,Washington Senators
1961,AL,BAL,BAL,BAL,BAL,BAL,Baltimore Orioles
1961,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1961,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1961,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1961,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Reds
1961,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Indians
1961,AL,DET,DET,DET,DET,DET,Detroit Tigers
1961,AL,KC1,OAK,KCA,KC1,KC1,Kansas City Athletics
1961,AL,LAA,ANA,LAA,LAA,LAA,Los Angeles Angels
1961,NL,LAN,LAD,LAD,LAN,LAN,Los Angeles Dodgers
1961,AL,MIN,MIN,MIN,MIN,MIN,Minnesota Twins
1961,NL,ML1,ATL,MLN,MLN,MLN,Milwaukee Braves
1961,AL,NYA,NYY,NYY,NYA,NYA,New York Yankees
1961,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1961,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1961,NL,SFN,SFG,SFG,SFN,SFN,San Francisco Giants
1961,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1961,AL,WS2,TEX,WSA,WS2,WS2,Washington Senators
1962,AL,BAL,BAL,BAL,BAL,BAL,Baltimore Orioles
1962,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1962,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1962,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1962,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Reds
1962,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Indians
1962,AL,DET,DET,DET,DET,DET,Detroit Tigers
1962,NL,HOU,HOU,HOU,HOU,HOU,Houston Colt .45's
1962,AL,KC1,OAK,KCA,KC1,KC1,Kansas City Athletics
1962,AL,LAA,ANA,LAA,LAA,LAA,Los Angeles Angels
1962,NL,LAN,LAD,LAD,LAN,LAN,Los Angeles Dodgers
1962,AL,MIN,MIN,MIN,MIN,MIN,Minnesota Twins
1962,NL,ML1,ATL,MLN,MLN,MLN,Milwaukee Braves
1962,AL,NYA,NYY,NYY,NYA,NYA,New York Yankees
1962,NL,NYN,NYM,NYM,NYN,NYN,New York Mets
1962,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1962,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1962,NL,SFN,SFG,SFG,SFN,SFN,San Francisco Giants
1962,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1962,AL,WS2,TEX,WSA,WS2,WS2,Washington Senators
1963,AL,BAL,BAL,BAL,BAL,BAL,Baltimore Orioles
1963,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1963,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1963,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1963,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Reds
1963,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Indians
1963,AL,DET,DET,DET,DET,DET,Detroit Tigers
1963,NL,HOU,HOU,HOU,HOU,HOU,Houston Colt .45's
1963,AL,KC1,OAK,KCA,KC1,KC1,Kansas City Athletics
1963,AL,LAA,ANA,LAA,LAA,LAA,Los Angeles Angels
1963,NL,LAN,LAD,LAD,LAN,LAN,Los Angeles Dodgers
1963,AL,MIN,MIN,MIN,MIN,MIN,Minnesota Twins
1963,NL,ML1,ATL,MLN,MLN,MLN,Milwaukee Braves
1963,AL,NYA,NYY,NYY,NYA,NYA,New York Yankees
1963,NL,NYN,NYM,NYM,NYN,NYN,New York Mets
1963,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1963,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1963,NL,SFN,SFG,SFG,SFN,SFN,San Francisco Giants
1963,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1963,AL,WS2,TEX,WSA,WS2,WS2,Washington Senators
1964,AL,BAL,BAL,BAL,BAL,BAL,Baltimore Orioles
1964,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1964,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1964,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1964,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Reds
1964,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Indians
1964,AL,DET,DET,DET,DET,DET,Detroit Tigers
1964,NL,HOU,HOU,HOU,HOU,HOU,Houston Colt .45's
1964,AL,KC1,OAK,KCA,KC1,KC1,Kansas City Athletics
1964,AL,LAA,ANA,LAA,LAA,LAA,Los Angeles Angels
1964,NL,LAN,LAD,LAD,LAN,LAN,Los Angeles Dodgers
1964,AL,MIN,MIN,MIN,MIN,MIN,Minnesota Twins
1964,NL,ML1,ATL,MLN,MLN,MLN,Milwaukee Braves
1964,AL,NYA,NYY,NYY,NYA,NYA,New York Yankees
1964,NL,NYN,NYM,NYM,NYN,NYN,New York Mets
1964,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1964,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1964,NL,SFN,SFG,SFG,SFN,SFN,San Francisco Giants
1964,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1964,AL,WS2,TEX,WSA,WS2,WS2,Washington Senators
1965,AL,BAL,BAL,BAL,BAL,BAL,Baltimore Orioles
1965,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1965,AL,CAL,ANA,CAL,CAL,CAL,California Angels
1965,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1965,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1965,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Reds
1965,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Indians
1965,AL,DET,DET,DET,DET,DET,Detroit Tigers
1965,NL,HOU,HOU,HOU,HOU,HOU,Houston Astros
1965,AL,KC1,OAK,KCA,KC1,KC1,Kansas City Athletics
1965,NL,LAN,LAD,LAD,LAN,LAN,Los Angeles Dodgers
1965,AL,MIN,MIN,MIN,MIN,MIN,Minnesota Twins
1965,NL,ML1,ATL,MLN,MLN,MLN,Milwaukee Braves
1965,AL,NYA,NYY,NYY,NYA,NYA,New York Yankees
1965,NL,NYN,NYM,NYM,NYN,NYN,New York Mets
1965,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1965,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1965,NL,SFN,SFG,SFG,SFN,SFN,San Francisco Giants
1965,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1965,AL,WS2,TEX,WSA,WS2,WS2,Washington Senators
1966,NL,ATL,ATL,ATL,ATL,ATL,Atlanta Braves
1966,AL,BAL,BAL,BAL,BAL,BAL,Baltimore Orioles
1966,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1966,AL,CAL,ANA,CAL,CAL,CAL,California Angels
1966,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1966,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1966,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Reds
1966,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Indians
1966,AL,DET,DET,DET,DET,DET,Detroit Tigers
1966,NL,HOU,HOU,HOU,HOU,HOU,Houston Astros
1966,AL,KC1,OAK,KCA,KC1,KC1,Kansas City Athletics
1966,NL,LAN,LAD,LAD,LAN,LAN,Los Angeles Dodgers
1966,AL,MIN,MIN,MIN,MIN,MIN,Minnesota Twins
1966,AL,NYA,NYY,NYY,NYA,NYA,New York Yankees
1966,NL,NYN,NYM,NYM,NYN,NYN,New York Mets
1966,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1966,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1966,NL,SFN,SFG,SFG,SFN,SFN,San Francisco Giants
1966,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1966,AL,WS2,TEX,WSA,WS2,WS2,Washington Senators
1967,NL,ATL,ATL,ATL,ATL,ATL,Atlanta Braves
1967,AL,BAL,BAL,BAL,BAL,BAL,Baltimore Orioles
1967,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1967,AL,CAL,ANA,CAL,CAL,CAL,California Angels
1967,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1967,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1967,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Reds
1967,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Indians
1967,AL,DET,DET,DET,DET,DET,Detroit Tigers
1967,NL,HOU,HOU,HOU,HOU,HOU,Houston Astros
1967,AL,KC1,OAK,KCA,KC1,KC1,Kansas City Athletics
1967,NL,LAN,LAD,LAD,LAN,LAN,Los Angeles Dodgers
1967,AL,MIN,MIN,MIN,MIN,MIN,Minnesota Twins
1967,AL,NYA,NYY,NYY,NYA,NYA,New York Yankees
1967,NL,NYN,NYM,NYM,NYN,NYN,New York Mets
1967,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1967,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1967,NL,SFN,SFG,SFG,SFN,SFN,San Francisco Giants
1967,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1967,AL,WS2,TEX,WSA,WS2,WS2,Washington Senators
1968,NL,ATL,ATL,ATL,ATL,ATL,Atlanta Braves
1968,AL,BAL,BAL,BAL,BAL,BAL,Baltimore Orioles
1968,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1968,AL,CAL,ANA,CAL,CAL,CAL,California Angels
1968,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1968,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1968,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Reds
1968,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Indians
1968,AL,DET,DET,DET,DET,DET,Detroit Tigers
1968,NL,HOU,HOU,HOU,HOU,HOU,Houston Astros
1968,NL,LAN,LAD,LAD,LAN,LAN,Los Angeles Dodgers
1968,AL,MIN,MIN,MIN,MIN,MIN,Minnesota Twins
1968,AL,NYA,NYY,NYY,NYA,NYA,New York Yankees
1968,NL,NYN,NYM,NYM,NYN,NYN,New York Mets
1968,AL,OAK,OAK,OAK,OAK,OAK,Oakland Athletics
1968,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1968,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1968,NL,SFN,SFG,SFG,SFN,SFN,San Francisco Giants
1968,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1968,AL,WS2,TEX,WSA,WS2,WS2,Washington Senators
1969,NL,ATL,ATL,ATL,ATL,ATL,Atlanta Braves
1969,AL,BAL,BAL,BAL,BAL,BAL,Baltimore Orioles
1969,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1969,AL,CAL,ANA,CAL,CAL,CAL,California Angels
1969,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1969,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1969,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Reds
1969,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Indians
1969,AL,DET,DET,DET,DET,DET,Detroit Tigers
1969,NL,HOU,HOU,HOU,HOU,HOU,Houston Astros
1969,AL,KCA,KCR,KCR,KCA,KCA,Kansas City Royals
1969,NL,LAN,LAD,LAD,LAN,LAN,Los Angeles Dodgers
1969,AL,MIN,MIN,MIN,MIN,MIN,Minnesota Twins
1969,NL,MON,WSN,MON,MON,MON,Montreal Expos
1969,AL,NYA,NYY,NYY,NYA,NYA,New York Yankees
1969,NL,NYN,NYM,NYM,NYN,NYN,New York Mets
1969,AL,OAK,OAK,OAK,OAK,OAK,Oakland Athletics
1969,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1969,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1969,NL,SDN,SDP,SDP,SDN,SDN,San Diego Padres
1969,AL,SE1,MIL,SEP,SE1,SE1,Seattle Pilots
1969,NL,SFN,SFG,SFG,SFN,SFN,San Francisco Giants
1969,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1969,AL,WS2,TEX,WSA,WS2,WS2,Washington Senators
1970,NL,ATL,ATL,ATL,ATL,ATL,Atlanta Braves
1970,AL,BAL,BAL,BAL,BAL,BAL,Baltimore Orioles
1970,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1970,AL,CAL,ANA,CAL,CAL,CAL,California Angels
1970,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1970,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1970,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Reds
1970,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Indians
1970,AL,DET,DET,DET,DET,DET,Detroit Tigers
1970,NL,HOU,HOU,HOU,HOU,HOU,Houston Astros
1970,AL,KCA,KCR,KCR,KCA,KCA,Kansas City Royals
1970,NL,LAN,LAD,LAD,LAN,LAN,Los Angeles Dodgers
1970,AL,MIN,MIN,MIN,MIN,MIN,Minnesota Twins
1970,AL,ML4,MIL,MIL,MIL,MIL,Milwaukee Brewers
1970,NL,MON,WSN,MON,MON,MON,Montreal Expos
1970,AL,NYA,NYY,NYY,NYA,NYA,New York Yankees
1970,NL,NYN,NYM,NYM,NYN,NYN,New York Mets
1970,AL,OAK,OAK,OAK,OAK,OAK,Oakland Athletics
1970,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1970,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1970,NL,SDN,SDP,SDP,SDN,SDN,San Diego Padres
1970,NL,SFN,SFG,SFG,SFN,SFN,San Francisco Giants
1970,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1970,AL,WS2,TEX,WSA,WS2,WS2,Washington Senators
1971,NL,ATL,ATL,ATL,ATL,ATL,Atlanta Braves
1971,AL,BAL,BAL,BAL,BAL,BAL,Baltimore Orioles
1971,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1971,AL,CAL,ANA,CAL,CAL,CAL,California Angels
1971,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1971,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1971,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Reds
1971,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Indians
1971,AL,DET,DET,DET,DET,DET,Detroit Tigers
1971,NL,HOU,HOU,HOU,HOU,HOU,Houston Astros
1971,AL,KCA,KCR,KCR,KCA,KCA,Kansas City Royals
1971,NL,LAN,LAD,LAD,LAN,LAN,Los Angeles Dodgers
1971,AL,MIN,MIN,MIN,MIN,MIN,Minnesota Twins
1971,AL,ML4,MIL,MIL,MIL,MIL,Milwaukee Brewers
1971,NL,MON,WSN,MON,MON,MON,Montreal Expos
1971,AL,NYA,NYY,NYY,NYA,NYA,New York Yankees
1971,NL,NYN,NYM,NYM,NYN,NYN,New York Mets
1971,AL,OAK,OAK,OAK,OAK,OAK,Oakland Athletics
1971,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1971,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1971,NL,SDN,SDP,SDP,SDN,SDN,San Diego Padres
1971,NL,SFN,SFG,SFG,SFN,SFN,San Francisco Giants
1971,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1971,AL,WS2,TEX,WSA,WS2,WS2,Washington Senators
1972,NL,ATL,ATL,ATL,ATL,ATL,Atlanta Braves
1972,AL,BAL,BAL,BAL,BAL,BAL,Baltimore Orioles
1972,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1972,AL,CAL,ANA,CAL,CAL,CAL,California Angels
1972,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1972,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1972,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Reds
1972,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Indians
1972,AL,DET,DET,DET,DET,DET,Detroit Tigers
1972,NL,HOU,HOU,HOU,HOU,HOU,Houston Astros
1972,AL,KCA,KCR,KCR,KCA,KCA,Kansas City Royals
1972,NL,LAN,LAD,LAD,LAN,LAN,Los Angeles Dodgers
1972,AL,MIN,MIN,MIN,MIN,MIN,Minnesota Twins
1972,AL,ML4,MIL,MIL,MIL,MIL,Milwaukee Brewers
1972,NL,MON,WSN,MON,MON,MON,Montreal Expos
1972,AL,NYA,NYY,NYY,NYA,NYA,New York Yankees
1972,NL,NYN,NYM,NYM,NYN,NYN,New York Mets
1972,AL,OAK,OAK,OAK,OAK,OAK,Oakland Athletics
1972,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1972,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1972,NL,SDN,SDP,SDP,SDN,SDN,San Diego Padres
1972,NL,SFN,SFG,SFG,SFN,SFN,San Francisco Giants
1972,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1972,AL,TEX,TEX,TEX,TEX,TEX,Texas Rangers
1973,NL,ATL,ATL,ATL,ATL,ATL,Atlanta Braves
1973,AL,BAL,BAL,BAL,BAL,BAL,Baltimore Orioles
1973,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1973,AL,CAL,ANA,CAL,CAL,CAL,California Angels
1973,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1973,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1973,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Reds
1973,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Indians
1973,AL,DET,DET,DET,DET,DET,Detroit Tigers
1973,NL,HOU,HOU,HOU,HOU,HOU,Houston Astros
1973,AL,KCA,KCR,KCR,KCA,KCA,Kansas City Royals
1973,NL,LAN,LAD,LAD,LAN,LAN,Los Angeles Dodgers
1973,AL,MIN,MIN,MIN,MIN,MIN,Minnesota Twins
1973,AL,ML4,MIL,MIL,MIL,MIL,Milwaukee Brewers
1973,NL,MON,WSN,MON,MON,MON,Montreal Expos
1973,AL,NYA,NYY,NYY,NYA,NYA,New York Yankees
1973,NL,NYN,NYM,NYM,NYN,NYN,New York Mets
1973,AL,OAK,OAK,OAK,OAK,OAK,Oakland Athletics
1973,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1973,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1973,NL,SDN,SDP,SDP,SDN,SDN,San Diego Padres
1973,NL,SFN,SFG,SFG,SFN,SFN,San Francisco Giants
1973,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1973,AL,TEX,TEX,TEX,TEX,TEX,Texas Rangers
1974,NL,ATL,ATL,ATL,ATL,ATL,Atlanta Braves
1974,AL,BAL,BAL,BAL,BAL,BAL,Baltimore Orioles
1974,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1974,AL,CAL,ANA,CAL,CAL,CAL,California Angels
1974,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1974,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
